Unnamed: 0,review_id,rating_date,count_helpful,count_unhelpful,employee_length,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,employee_location,employee_job_title,advice_to_management,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities,summary_cleaned,advice_to_management_cleaned,review_pros_cleaned,review_cons_cleaned,sentiment_polarity,sentiment_subjectivity,sentiment_label
52,53,2025-02-27T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Former employees,False,False,,DISAPPROVE,NEGATIVE,1.0,1.0,1,1.0,Promote Based On Results Not Being a ‘Yes Man’,,Operations Manager,"Value honesty and ethics, treat people better and promote based on results only not politics. Set regional records but unable to get promoted since I wouldn’t lie about an HR situation(s) that AGM was apart of. So shady!","Stocks given as bonuses, but they take 3-4 years to fully vest so can be a negative.","The expectation is to work 7 days per week and always be available via phone. Even if you work 12 hours more is expected once you’re home. 
Upper management promotions should be based on achievements and how your team response to you, not being a ‘yes man’ The last GM/AGM were extremely unethical and only promoted people who would lie for them and they also fudged numbers",2.0,1.0,1.0,promote based results ‘yes man’,value honesty ethics treat people better promote based results politics set regional records unable get promoted since wouldn’t lie hr situations agm apart shady,stocks given bonuses take 34 years fully vest negative,expectation work 7 days per week always available via phone even work 12 hours expected you’re home upper management promotions based achievements team response ‘yes man’ last gmagm extremely unethical promoted people would lie also fudged numbers,0.0,0.0,neutral
53,54,2025-02-26T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0.0,3,0.0,Monotonous,"Dallas, TX",Inbound Stower,,"Easy job, and can move up if desired","physically demanding
only care about rates",0.0,0.0,0.0,monotonous,,easy job move desired,physically demanding care rates,0.0,0.0,neutral
54,55,2025-02-26T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,5.0,5.0,5,5.0,Fast-paced work with good benefits,"St. Thomas, ON",Inbound Receive Dock,Improve break times and workload balance to reduce fatigue and increase employee retention.,"Competitive pay and benefits
Opportunity for career growth
Fast-paced and active work environment
Team-oriented workplace culture
Training provided, no experience required",Repetitive tasks can be exhausting,5.0,5.0,5.0,fastpaced work good benefits,improve break times workload balance reduce fatigue increase employee retention,competitive pay benefits opportunity career growth fastpaced active work environment teamoriented workplace culture training provided experience required,repetitive tasks exhausting,0.7,0.6000000000000001,positive
55,56,2025-02-25T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0.0,3,0.0,Meh,"Illiopolis, IL",Operations Manager,,insane scope and opportunities- perks of being a part of huge company,untalented people in Sr positions that have gone far playing politics. Hard to advance if you don't have an agreeable personanlity,0.0,0.0,0.0,meh,,insane scope opportunities perks part huge company,untalented people sr positions gone far playing politics hard advance dont agreeable personanlity,0.0,0.0,neutral
56,57,2025-02-25T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,NEUTRAL,NO_OPINION,POSITIVE,4.0,5.0,4,2.0,Former Amazon Warehouse employee,"Joliet, IL",Seasonal Warehouse Associate,,"Pay, peak time/bonus pay+hours, chill staff","The labor and the lack of available resources/people for workers requests, troubles with job or app/pay.",5.0,3.0,5.0,former amazon warehouse employee,,pay peak timebonus payhours chill staff,labor lack available resourcespeople workers requests troubles job apppay,0.0,0.0,neutral
57,58,2025-02-25T00:00:00.000Z,0.0,0.0,2.0,FREELANCE,Former employees,False,False,,,,5.0,5.0,5,5.0,Good income,"San Francisco, CA",Seller,,Flexible schedule adjust your time,Too much competition sometimes you gotta lower your prices so much to get more deal but not good profit,5.0,5.0,5.0,good income,,flexible schedule adjust time,much competition sometimes gotta lower prices much get deal good profit,0.7,0.6000000000000001,positive
58,59,2025-02-25T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,POSITIVE,APPROVE,POSITIVE,5.0,5.0,5,5.0,Best place to work,"Swindon, Wiltshire, South West England, England",AA(Amazon Associate),,"Good working environment
Good pay",Heavy lifting . Sometimes can be stressful,5.0,5.0,5.0,best place work,,good working environment good pay,heavy lifting sometimes stressful,1.0,0.3,positive
59,60,2025-02-21T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0.0,3,0.0,Picker Pay,"Fort Wayne, IN",Picker,,It is the easiest job I ever had.,They can get rid of you whenever they want.,0.0,0.0,0.0,picker pay,,easiest job ever,get rid whenever want,0.0,0.0,neutral
60,61,2025-02-21T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Former employees,False,False,,,,5.0,5.0,5,4.0,Super expérience,Orléans,HRA,,"Très bonne école
salaires généreux et CB avantageux","demande un investissement personnel important,",5.0,5.0,5.0,super expérience,,très bonne école salaires généreux et cb avantageux,demande un investissement personnel important,0.3333333333333333,0.6666666666666666,positive
61,62,2025-02-19T00:00:00.000Z,0.0,0.0,1.0,CONTRACT,"Former employee, less than 1 year",False,False,NEGATIVE,,POSITIVE,1.0,2.0,1,2.0,Befristet für 4 Monate,"Koblenz, Rhineland-Palatinate",,Ehrliche Security Mitarbeiter anstellen,Angemessen bezahlt und es gibt kein Dresscode bis auf Stahlkappenschuhe Verbot,"Die Security nervt ( ich weiß jemand von denen hat einen Sender ) von dem Magnet Tor wo man rein und raus geht 🤔.... 
Das Tor hat sogar dann gepiepst als ich 0 % Metal an hatte 😪",3.0,3.0,1.0,befristet für 4 monate,ehrliche security mitarbeiter anstellen,angemessen bezahlt und es gibt kein dresscode bis auf stahlkappenschuhe verbot,die security nervt ich weiß jemand von denen hat einen sender von dem magnet tor wo man rein und raus geht 🤔 das tor hat sogar dann gepiepst als ich 0 metal hatte 😪,0.0,0.0,neutral
62,63,2025-02-18T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,NEUTRAL,APPROVE,POSITIVE,3.0,3.0,4,4.0,Fulfillment worker,"San Antonio, TX",L1 Associate,,#NAME?,#NAME?,4.0,3.0,4.0,fulfillment worker,,name,name,0.0,0.0,neutral
63,64,2025-02-18T00:00:00.000Z,0.0,0.0,9.0,REGULAR,Current employees,False,False,POSITIVE,NO_OPINION,POSITIVE,4.0,3.0,4,3.0,Senior Program Manager | Lean Methodologies | Learning &amp; Quality Excellence | Driving Operational Efficiency,"Carrollton, TX",Sr Program Manager,"Trust your team to get the job done, and reward them when they do. ","Growth &amp; Development
Relationships
Innovation
Fun
The Actual Work is Awesome",The cons are the same as they would be at any job.,3.0,3.0,2.0,senior program manager lean methodologies learning amp quality excellence driving operational efficiency,trust team get job done reward,growth amp development relationships innovation fun actual work awesome,cons would job,0.0,0.0,neutral
64,65,2025-02-18T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,0.0,0.0,5,0.0,Good,"Brampton, ON",Warehouse Associate,,"Good benefits 
Environment
Team work 
Great pay",I don’t think there is any downside,0.0,0.0,0.0,good,,good benefits environment team work great pay,don’t think downside,0.7,0.6000000000000001,positive
65,66,2025-02-18T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,POSITIVE,DISAPPROVE,NEGATIVE,1.0,2.0,2,1.0,"High Pressure to Perform, Difficult to maintain Safety Standards","San Bernardino, CA",ICQA Associate,"Your HR is so protective you're losing connection with your workers, and you should allow unions so that people feel safe to work for you and build a career.","Needed a job fast, onboarding was fast, skills requirements low, pay was at a local average. It was fun to work at a robotics fulfillment center","Metrics are always a part of their work experience. Day to day optimizations, PAs always coming by to give you feedback can make it seem like all that matters is your numbers. Focus on your numbers and output, focus focus focus. Problem for me was that even though I could do great and kept a high quality, maintaining that speed and quality was really draining, especially at 10 hour shifts in an industrial environment with literally only your 2 (sometimes none) neighbors to talk to to pass the long day of repetitive tasks. That's another thing, the physical and mental aspect of the repetitious task is not just mentally draining, but despite their regular safety meetings, warnings, and signs plastered all over the place, there's so much pressure to increase performance consistently that lots of people are cutting corners just to keep from getting canned. I myself ended up with a repetitive motion injury in my hand due to pulling items out of cubbies and it's basically already covered by their policies so there's nothing to do but grin and bear it. My recommendation? Educate yourself on the safety policies, speak up loudly and frequently in group settings when you feel something isn't safe (to keep leadership accountable) and don't push yourself physically to meet your numbers. It's difficult when you've got bills to pay but not worth your long term mobility and health. Build your skills and find work with another company that respects your body more.",3.0,1.0,3.0,high pressure perform difficult maintain safety standards,hr protective youre losing connection workers allow unions people feel safe work build career,needed job fast onboarding fast skills requirements low pay local average fun work robotics fulfillment center,metrics always part work experience day day optimizations pas always coming give feedback make seem like matters numbers focus numbers output focus focus focus problem even though could great kept high quality maintaining speed quality really draining especially 10 hour shifts industrial environment literally 2 sometimes none neighbors talk pass long day repetitive tasks thats another thing physical mental aspect repetitious task mentally draining despite regular safety meetings warnings signs plastered place theres much pressure increase performance consistently lots people cutting corners keep getting canned ended repetitive motion injury hand due pulling items cubbies basically already covered policies theres nothing grin bear recommendation educate safety policies speak loudly frequently group settings feel something isnt safe keep leadership accountable dont push physically meet numbers difficult youve got bills pay worth long term mobility health build skills find work another company respects body,-0.16999999999999998,0.77,negative
66,67,2025-02-18T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Current employees,False,False,,,,0.0,0.0,3,0.0,Good,"Bellevue, WA",Software Development Engineer (SDE),,Good work and lot to learn,Too much work and no work life balance,0.0,0.0,0.0,good,,good work lot learn,much work work life balance,0.7,0.6000000000000001,positive
67,68,2025-02-17T00:00:00.000Z,0.0,0.0,1.0,PART_TIME,"Former employee, less than 1 year",False,False,,,,0.0,0.0,3,4.0,Not proper training,"Portland, OR",Sortation Associate,,"Good pay, shift options and benefits",Not being able to train well their employees,0.0,0.0,3.0,proper training,,good pay shift options benefits,able train well employees,0.0,0.1,neutral
68,69,2025-02-17T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,5.0,5.0,5,4.0,Great Opportunity and Awesome Benefits,"Etna, OH",Associate,Hire me back. I didn’t know what I had until it was gone and I regret leaving.,"The benefits and how the Amazon AtoZ app worked was all great. It was so thorough and simple, and the work was repetitive but made time fly by.","There was a decent bit of people up there that didn’t speak much English and it would be hard to communicate with them sometimes, but everyone was helpful when needed.",5.0,4.0,4.0,great opportunity awesome benefits,hire back didn’t know gone regret leaving,benefits amazon atoz app worked great thorough simple work repetitive made time fly,decent bit people didn’t speak much english would hard communicate sometimes everyone helpful needed,0.9,0.875,positive
69,70,2025-02-13T00:00:00.000Z,0.0,0.0,0.0,INTERN,Former employee,False,False,,,,0.0,0.0,4,0.0,HR Partner Intern at Amazon,"Tampa, FL",HR Partner Intern,,Good pay and benefits for the interns,"Since the site is 24 hours, you may get the night shift",0.0,0.0,0.0,hr partner intern amazon,,good pay benefits interns,since site 24 hours may get night shift,0.0,0.0,neutral
70,71,2025-02-12T00:00:00.000Z,0.0,0.0,0.0,CONTRACT,Former employee,False,False,,,,0.0,0.0,2,0.0,"Good, not great ","Brampton, ON",Fulfillment Associate,,Daytime hours good for work/life balance,Nighttime shift is an absolute mess,0.0,0.0,0.0,good great,,daytime hours good worklife balance,nighttime shift absolute mess,0.75,0.675,positive
71,72,2025-02-11T00:00:00.000Z,0.0,0.0,0.0,INTERN,Former employee,False,False,,,,0.0,0.0,4,0.0,You get out what you put in,"Spokane, WA",Area Manager Intern,,hands on work with real experience managing associates,overwork the interns like an associate if you don't differentiate yourself or advocate for work,0.0,0.0,0.0,get put,,hands work real experience managing associates,overwork interns like associate dont differentiate advocate work,0.0,0.0,neutral
72,73,2025-02-10T00:00:00.000Z,0.0,0.0,1.0,PART_TIME,"Current employee, less than 1 year",False,False,,,,5.0,5.0,5,5.0,great working place for starters,Paderborn,FC Associate I,,"fixed hours.
both parttime and fulltime available",should pay more for overtime.,5.0,5.0,5.0,great working place starters,,fixed hours parttime fulltime available,pay overtime,0.8,0.75,positive
73,74,2025-02-07T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,POSITIVE,APPROVE,POSITIVE,4.0,4.0,5,4.0,Good salary but difficult targets,"Brampton, ON",Warehouse Associate,Listen to your employees,They provide a healthy salary. Every six months a salary hike and good benefits.,They ask for difficult targets. There are some internal politics that still exist.,4.0,4.0,4.0,good salary difficult targets,listen employees,provide healthy salary every six months salary hike good benefits,ask difficult targets internal politics still exist,0.09999999999999998,0.8,neutral
74,75,2025-02-06T00:00:00.000Z,0.0,0.0,4.0,PART_TIME,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,4.0,5.0,4,5.0,Amazon job,"Delta, BC",Warehouse Worker,,"Good schedule , good pay","Heavy work load, long shifts",5.0,4.0,5.0,amazon job,,good schedule good pay,heavy work load long shifts,0.0,0.0,neutral
75,76,2025-02-06T00:00:00.000Z,0.0,0.0,1.0,CONTRACT,"Current employee, less than 1 year",False,False,NEUTRAL,APPROVE,POSITIVE,5.0,5.0,5,5.0,best pay rate,"Gateshead, England",FC Associate,,"good management, best work culture, nice colleagues","shift patterns, break timings, team leads",5.0,5.0,5.0,best pay rate,,good management best work culture nice colleagues,shift patterns break timings team leads,1.0,0.3,positive
76,77,2025-02-04T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,2.0,1,1.0,Hard Pass,"Delta, BC",Process Associate,Focus more on taking care of the people who are driving your productivity and acknowledge they are why you are successful.,"Was a job that paid the bills. 
Makes you really appreciate working somewhere else","Only cared about increasing productivity and not at all about the people. Whoever coined them as equality opportunity employees needs to look up the definition. 
Save your physical and mental well being an look for employment elsewhere.",4.0,1.0,1.0,hard pass,focus taking care people driving productivity acknowledge successful,job paid bills makes really appreciate working somewhere else,cared increasing productivity people whoever coined equality opportunity employees needs look definition save physical mental well look employment elsewhere,-0.2916666666666667,0.5416666666666666,negative
77,78,2025-02-03T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,4.0,4.0,4,3.0,It's not a technical job.,"Boston, MA",Non-Inventory Receiver,,"If you want to have a smooth start at work, I think it's a good idea",Internal promotion is a bit difficult and may take a long time.,4.0,4.0,4.0,technical job,,want smooth start work think good idea,internal promotion bit difficult may take long time,0.0,0.1,neutral
78,79,2025-01-28T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Current employee,False,False,,,,4.0,4.0,4,4.0,Sueldo base Amazon técnico RME,El Prat de Llobregat,Técnico de mantenimiento industrial,,Horario flexible y muchos pluses en fin de semana,El metro tarda mucho en llegar al prat,4.0,4.0,4.0,sueldo base amazon técnico rme,,horario flexible muchos pluses en fin de semana,el metro tarda mucho en llegar al prat,-0.8,1.0,negative
79,80,2025-01-28T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,0.0,0.0,4,0.0,It's a good beginner job,"Chattanooga, TN",Warehouse Packer,,"Job is not hard, the people were friendly and helpful.",12 hour work days during busy times,0.0,0.0,0.0,good beginner job,,job hard people friendly helpful,12 hour work days busy times,0.7,0.6000000000000001,positive
80,81,2025-01-23T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Former employees,False,False,NEGATIVE,APPROVE,POSITIVE,2.0,3.0,2,1.0,Great benefits on sign in but deteriorate rapidly after first year,"Mississauga, ON",Whs Specialist,,"Fast paced, challenging and great learning opportunities; great overall benefits from day 1","Hectic hours, little flexibility, pay structure, call out culture leads to internal fights to show who is better",3.0,2.0,2.0,great benefits sign deteriorate rapidly first year,,fast paced challenging great learning opportunities great overall benefits day 1,hectic hours little flexibility pay structure call culture leads internal fights show better,0.525,0.5416666666666666,positive
81,82,2025-01-17T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,POSITIVE,2.0,4.0,3,3.0,"If you can deal with it, it’s a good job",,,,Very simple and not complicated,High expectations and comes with some petty drama,3.0,2.0,1.0,deal it’s good job,,simple complicated,high expectations comes petty drama,0.7,0.6000000000000001,positive
82,83,2025-01-16T00:00:00.000Z,0.0,0.0,1.0,PART_TIME,"Current employee, less than 1 year",False,False,,,,0.0,0.0,5,0.0,Amazing,Euskirchen,Sortiermitarbeiter,,"Gute Leitungen.
Gute Mitarbeitern
Gute Arbeit",Es gibt keine Kontras für der Arbeit,0.0,0.0,0.0,amazing,,gute leitungen gute mitarbeitern gute arbeit,es gibt keine kontras für der arbeit,0.6000000000000001,0.9,positive
83,84,2025-01-15T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Former employee,False,False,,,,0.0,0.0,3,0.0,Good place to learn,"Warrington, North West England, England",FC Associate,,Develops a strong work ethic for employees,No consideration of human feeling within the workplace,0.0,0.0,0.0,good place learn,,develops strong work ethic employees,consideration human feeling within workplace,0.7,0.6000000000000001,positive
84,85,2025-01-11T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,NO_OPINION,POSITIVE,4.0,4.0,3,5.0,"Amazon FC Hamilton, a great place to work","Hamilton, ON",Associate,Eliminate the hiring freeze.,"I made a mistake leaving, never should have. Hard job to do, but well worth it.","Can't get rehired. They aren't hiring now, or for the last while",4.0,3.0,3.0,amazon fc hamilton great place work,eliminate hiring freeze,made mistake leaving never hard job well worth,cant get rehired arent hiring last,0.8,0.75,positive
85,86,2025-01-11T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,NEGATIVE,2.0,3.0,3,1.0,Don't get too comfortable,"Dallas, TX",Associate,,"The pay is not bad, and you are paid weekly.","They work you like a dog, regardless of age or ability. Their retention rate is ridiculous, and their managers always quit or are moved around.",3.0,3.0,2.0,dont get comfortable,,pay bad paid weekly,work like dog regardless age ability retention rate ridiculous managers always quit moved around,0.4,0.8,positive
86,87,2025-01-11T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Current employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,5.0,5.0,3,3.0,Hard work,"Huntley, IL",Palletizer,Move people around so they can get a break on positions. Give equal work to everyone . My manager favors groups of people,Can work with friends and can sometimes take your time. The job comes with sOME benefits,"A lot of work on the body. Depending where you’re placed, you’re doing the same thing for 10+ hours straight . lifting heavy heavy boxes.",5.0,2.0,5.0,hard work,move people around get break positions give equal work everyone manager favors groups people,work friends sometimes take time job comes benefits,lot work body depending you’re placed you’re thing 10 hours straight lifting heavy heavy boxes,-0.2916666666666667,0.5416666666666666,negative
87,88,2025-01-10T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Current employee,False,False,,,,3.0,4.0,3,2.0,Rating,"Edison, NJ",Stower,,"Make own hours
Good pay
Free food sometimes","Receptive 
Brain mush
Boring
Physically and mentally draining",3.0,3.0,3.0,rating,,make hours good pay free food sometimes,receptive brain mush boring physically mentally draining,0.0,0.0,neutral
88,89,2025-01-10T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,POSITIVE,APPROVE,NEGATIVE,4.0,4.0,3,4.0,Amazing company,"Hamilton, ON",Associate,Be kind,Benefit and vacation and TPO,Big loads hard hours long,4.0,4.0,4.0,amazing company,kind,benefit vacation tpo,big loads hard hours long,0.6000000000000001,0.9,positive
89,90,2025-01-10T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,4.0,3,3.0,Heavy lifting,"Grimes, IA",Associate,,"Ok money, good supervisors, swag bucks",Heavy lifting/ safety is a concern but don't expect them to care or pay you for your injuries,2.0,2.0,3.0,heavy lifting,,ok money good supervisors swag bucks,heavy lifting safety concern dont expect care pay injuries,-0.2,0.5,negative
90,91,2025-01-09T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,,,,0.0,0.0,4,0.0,"Fulfillment Center Warehouse Associate Review – Amazon MTN1, Wilmington","Wilmington, DE",Fulfillment Center Warehouse Associate,"Streamline workflows to reduce strain during peak seasons.
Enhance recognition programs to boost morale.
Provide better training for new and current associates.
Act on employee feedback to improve job satisfaction.","Competitive pay and benefits (healthcare, 401k, stock options).
Opportunities for career advancement and skill development.
Fast-paced, engaging work environment.
Supportive team culture with approachable management.
Job stability with a global company.","Physically demanding, especially during peak seasons.
Long shifts with limited break times.
Fluctuating workload, sometimes stressful.
Noisy warehouse environment.",0.0,0.0,0.0,fulfillment center warehouse associate review – amazon mtn1 wilmington,streamline workflows reduce strain peak seasons enhance recognition programs boost morale provide better training new current associates act employee feedback improve job satisfaction,competitive pay benefits healthcare 401k stock options opportunities career advancement skill development fastpaced engaging work environment supportive team culture approachable management job stability global company,physically demanding especially peak seasons long shifts limited break times fluctuating workload sometimes stressful noisy warehouse environment,-0.1,0.1,neutral
91,92,2025-01-08T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Current employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,1.0,1.0,2,1.0,It was terrible,"Monroe, OH",Cherry Picker,Stop flirting with employees and trying to get your way.,The pay was good that’s pretty much it,It’s a lot of drama and it’s all about who you know to do what you wanna do there. Even if you get a different roll you still will be paid the same.,5.0,1.0,1.0,terrible,stop flirting employees trying get way,pay good that’s pretty much,it’s lot drama it’s know wanna even get different roll still paid,-1.0,1.0,negative
92,93,2025-01-08T00:00:00.000Z,0.0,0.0,1.0,PART_TIME,"Current employee, less than 1 year",False,False,,,POSITIVE,4.0,4.0,4,5.0,Good Part Time opportunity,"Lubbock, TX",Seasonal Associate,,"The job is repetitive, relatively easy to learn. HR is onsite and helpful.","The job is physically demanding, but once you get used to it it isn't so bad. Work ethic varies greatly, and hard work is not appreciated besides compliments from managers.",4.0,3.0,3.0,good part time opportunity,,job repetitive relatively easy learn hr onsite helpful,job physically demanding get used isnt bad work ethic varies greatly hard work appreciated besides compliments managers,0.7,0.6000000000000001,positive
93,94,2025-01-03T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,POSITIVE,DISAPPROVE,NEGATIVE,3.0,4.0,3,2.0,MCO1 Stow,"Orlando, FL",Warehouse Associate,stowers for waterspiders should not have such an indirect role -- they really do need just a little bit more direction/labor tracking.,"decent pay for the type of work
great benefits (insurance, 401k, company stock and education/Career Choice)
generous time-off policy
plenty of people to get to know if you are a people person","very physically demanding
keeping your job depends on your rate -- your rate can depend on your waterspider who may not care that you do not have enough work/""good"" work to make rate and stay out of the bottom 5%",4.0,3.0,2.0,mco1 stow,stowers waterspiders indirect role really need little bit directionlabor tracking,decent pay type work great benefits insurance 401k company stock educationcareer choice generous timeoff policy plenty people get know people person,physically demanding keeping job depends rate rate depend waterspider may care enough workgood work make rate stay bottom 5,0.0,0.0,neutral
94,95,2025-01-02T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Current employee,False,False,,,,1.0,5.0,3,5.0,Its okay,"Robbinsville, NJ",Warehouse Sortation Associate,,It pays the bills I guess.,The flex up / flex down thing here can be really annoying.,3.0,2.0,1.0,okay,,pays bills guess,flex flex thing really annoying,0.5,0.5,positive
95,96,2025-01-01T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Former employees,False,False,NEUTRAL,NO_OPINION,POSITIVE,4.0,4.0,3,4.0,Good place,"Etna, OH",AA(Amazon Associate),Management keeps rotating,Work on your own terms,Heavy items when slow season,3.0,3.0,3.0,good place,management keeps rotating,work terms,heavy items slow season,0.7,0.6000000000000001,positive
96,97,2024-12-29T00:00:00.000Z,0.0,0.0,1.0,CONTRACT,"Current employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,5.0,5.0,5,5.0,unkn,"Manchester, England",Warehouse Fulfillment Associate,the management is very good,Very good and nice culture,need to improve the salary range,5.0,5.0,5.0,unkn,management good,good nice culture,need improve salary range,0.0,0.0,neutral
97,98,2024-12-29T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Former employee,False,False,,,POSITIVE,0.0,0.0,5,0.0,A good place to work at,"Dallas, TX",ICQA Associate,Stay off the cat walk,The benefits starts on day1,The standing for a long period of times and short lunches,0.0,0.0,0.0,good place work,stay cat walk,benefits starts day1,standing long period times short lunches,0.7,0.6000000000000001,positive
98,99,2024-12-27T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Former employees,False,False,NEUTRAL,NO_OPINION,NEGATIVE,2.0,5.0,2,3.0,Wasn’t the greatest,"Greenfield, IN",Sorter Loader,,"The pay was good, and the time off accumulating every shift was nice","They really didn’t care about their workers when I worked there. 
Bathroom breaks were like they were not acceptable",2.0,3.0,2.0,wasn’t greatest,,pay good time accumulating every shift nice,really didn’t care workers worked bathroom breaks like acceptable,1.0,1.0,positive
99,100,2024-12-25T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,5.0,1,2.0,Not worth for the weather and long shifts,"Orlando, FL",Driver Associate,Don't tell your incoming employees that you'll offer bonuses and then say sike when they get hired,"Simple to do, 4 day work week","10 hour shifts and have to deal with heat and rain,",1.0,1.0,1.0,worth weather long shifts,dont tell incoming employees youll offer bonuses say sike get hired,simple 4 day work week,10 hour shifts deal heat rain,0.125,0.25,positive
100,101,2024-12-25T00:00:00.000Z,0.0,0.0,0.0,PART_TIME,Current employee,False,False,POSITIVE,APPROVE,POSITIVE,2.0,4.0,3,3.0,Decent,,Associate,,Decent pay here at this job nothing too crazy,As a part time you only get 15 mins break,2.0,3.0,3.0,decent,,decent pay job nothing crazy,part time get 15 mins break,0.16666666666666666,0.6666666666666666,positive
101,102,2024-12-17T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,5.0,5.0,5,5.0,A nice place to work,"Scarborough, ON",Warehouse Associate,,You will gain alot of knowledge,Be ready to stand for the whole shift,5.0,5.0,5.0,nice place work,,gain alot knowledge,ready stand whole shift,0.6,1.0,positive
102,103,2024-12-17T00:00:00.000Z,0.0,0.0,20.0,REGULAR,Current employees,False,False,,,POSITIVE,5.0,5.0,5,5.0,Great Benefits,"Charleston, TN",Human Resource Associate Partner,,Mutiple time off options. Above average health insurance options.,"Small department, not a lot of room to move up without moving.",4.0,5.0,5.0,great benefits,,mutiple time options average health insurance options,small department lot room move without moving,0.8,0.75,positive
103,105,2024-12-16T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,,,,1.0,1.0,1,1.0,Physically Demanding job,"San Bernardino, CA",Quality Control,,lots of overtime. Worked 60hours/week,"The cons are the same as the pros, but this website doesn't allow me to copy the same response.",1.0,1.0,1.0,physically demanding job,,lots overtime worked 60hoursweek,cons pros website doesnt allow copy response,0.0,0.14285714285714285,neutral
104,106,2024-12-15T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Current employees,False,False,POSITIVE,DISAPPROVE,POSITIVE,3.0,4.0,4,3.0,Decent Pay,"Sparrows Point, MD",Associate,,"Freedom
Opportunities
Career choice
Decent Pay","Physically tiring
Poor Training
Not enough benefits",3.0,3.0,3.0,decent pay,,freedom opportunities career choice decent pay,physically tiring poor training enough benefits,0.16666666666666666,0.6666666666666666,positive
105,107,2024-12-15T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,1.0,3.0,1,1.0,Cold,"Rugeley, England",,,"Good managers, a lot of overtime available",Cold warehouse. Lonely isolating job,1.0,3.0,1.0,cold,,good managers lot overtime available,cold warehouse lonely isolating job,-0.6,1.0,negative
106,108,2024-12-14T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,3.0,4.0,5,4.0,Pay,"St. Thomas, ON",Associate,,Good pay rate for Associates,Lot of internal politics in the Amazon warehouses,5.0,5.0,5.0,pay,,good pay rate associates,lot internal politics amazon warehouses,0.0,0.0,neutral
